#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	DISTANCE	STRAND	FLAGS	SYMBOL_SOURCE	HGNC_ID	MANE_SELECT	MANE_PLUS_CLINICAL	TSL	APPRIS	SIFT	PolyPhen	AF	CLIN_SIG	SOMATIC	PHENO	PUBMED	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE	TRANSCRIPTION_FACTORS
rs11188502	10:95841613-95841613	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000661142.1	lncRNA	-	1/1	-	-	-	-	-	-	-	rs11188502	-	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000669711.1	lncRNA	-	3/6	-	-	-	-	-	-	-	rs11188502	-	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR00000260933	CTCF_binding_site	-	-	-	-	-	-	-	-	-	rs11188502	-	-	-	-	-	-	-	-	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000371205.5	protein_coding	-	3/9	-	-	-	-	-	-	-	rs11188502	-	1	-	HGNC	HGNC:3363	NM_001776.6	-	1	P1	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000371206.6	retained_intron	-	2/4	-	-	-	-	-	-	-	rs11188502	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000371207.8	protein_coding	-	3/9	-	-	-	-	-	-	-	rs11188502	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000416301.5	lncRNA	-	4/5	-	-	-	-	-	-	-	rs11188502	-	-1	-	HGNC	HGNC:45203	-	-	2	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	upstream_gene_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000422161.2	processed_transcript	-	-	-	-	-	-	-	-	-	rs11188502	2962	1	-	HGNC	HGNC:3363	-	-	3	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,non_coding_transcript_variant	MODIFIER	-	ENSG00000240527	Transcript	ENST00000433113.1	lncRNA	-	1/1	-	-	-	-	-	-	-	rs11188502	-	1	-	-	-	-	-	2	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000453258.6	protein_coding	-	3/9	-	-	-	-	-	-	-	rs11188502	-	1	-	HGNC	HGNC:3363	-	-	1	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000461927.1	retained_intron	-	1/1	-	-	-	-	-	-	-	rs11188502	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,NMD_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000483213.6	nonsense_mediated_decay	-	2/5	-	-	-	-	-	-	-	rs11188502	-	1	-	HGNC	HGNC:3363	-	-	3	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000490659.5	retained_intron	-	2/3	-	-	-	-	-	-	-	rs11188502	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000494070.1	processed_transcript	-	2/4	-	-	-	-	-	-	-	rs11188502	-	1	-	HGNC	HGNC:3363	-	-	3	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000543964.6	protein_coding	-	2/8	-	-	-	-	-	-	-	rs11188502	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,NMD_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000635076.1	nonsense_mediated_decay	-	2/7	-	-	-	-	-	-	-	rs11188502	-	1	-	HGNC	HGNC:3363	-	-	1	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000635677.1	processed_transcript	-	3/4	-	-	-	-	-	-	-	rs11188502	-	1	-	HGNC	HGNC:3363	-	-	5	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,NMD_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000639992.1	nonsense_mediated_decay	-	3/8	-	-	-	-	-	-	-	rs11188502	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000661142.1	lncRNA	-	1/1	-	-	-	-	-	-	-	rs11188502	-	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000669711.1	lncRNA	-	3/6	-	-	-	-	-	-	-	rs11188502	-	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs11188502	10:95841613-95841613	G	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR00000260933	CTCF_binding_site	-	-	-	-	-	-	-	-	-	rs11188502	-	-	-	-	-	-	-	-	-	-	-	0.0465	-	-	-	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	missense_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000371205.5	protein_coding	4/10	-	-	-	406	329	110	E/G	gAa/gGa	rs751335015	-	1	-	HGNC	HGNC:3363	NM_001776.6	-	1	P1	tolerated(0.25)	benign(0.009)	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	missense_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000371205.5	protein_coding	4/10	-	-	-	406	329	110	E/V	gAa/gTa	rs751335015	-	1	-	HGNC	HGNC:3363	NM_001776.6	-	1	P1	tolerated(0.08)	benign(0.015)	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	non_coding_transcript_exon_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000371206.6	retained_intron	3/5	-	-	-	314	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	non_coding_transcript_exon_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000371206.6	retained_intron	3/5	-	-	-	314	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	missense_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000371207.8	protein_coding	4/10	-	-	-	428	365	122	E/G	gAa/gGa	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	2	-	tolerated(0.23)	benign(0.005)	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	missense_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000371207.8	protein_coding	4/10	-	-	-	428	365	122	E/V	gAa/gTa	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	2	-	tolerated(0.07)	benign(0.009)	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000416301.5	lncRNA	-	4/5	-	-	-	-	-	-	-	rs751335015	-	-1	-	HGNC	HGNC:45203	-	-	2	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000416301.5	lncRNA	-	4/5	-	-	-	-	-	-	-	rs751335015	-	-1	-	HGNC	HGNC:45203	-	-	2	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	upstream_gene_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000422161.2	processed_transcript	-	-	-	-	-	-	-	-	-	rs751335015	2165	1	-	HGNC	HGNC:3363	-	-	3	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	upstream_gene_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000422161.2	processed_transcript	-	-	-	-	-	-	-	-	-	rs751335015	2165	1	-	HGNC	HGNC:3363	-	-	3	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	intron_variant,non_coding_transcript_variant	MODIFIER	-	ENSG00000240527	Transcript	ENST00000433113.1	lncRNA	-	1/1	-	-	-	-	-	-	-	rs751335015	-	1	-	-	-	-	-	2	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	intron_variant,non_coding_transcript_variant	MODIFIER	-	ENSG00000240527	Transcript	ENST00000433113.1	lncRNA	-	1/1	-	-	-	-	-	-	-	rs751335015	-	1	-	-	-	-	-	2	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	missense_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000453258.6	protein_coding	4/10	-	-	-	528	350	117	E/G	gAa/gGa	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	1	-	tolerated(0.29)	benign(0.007)	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	missense_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000453258.6	protein_coding	4/10	-	-	-	528	350	117	E/V	gAa/gTa	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	1	-	tolerated(0.09)	benign(0.021)	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	non_coding_transcript_exon_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000461927.1	retained_intron	2/2	-	-	-	576	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	non_coding_transcript_exon_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000461927.1	retained_intron	2/2	-	-	-	576	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	missense_variant,NMD_transcript_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000483213.6	nonsense_mediated_decay	3/6	-	-	-	282	5	2	E/G	gAa/gGa	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	3	-	tolerated_low_confidence(0.06)	benign(0.006)	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	missense_variant,NMD_transcript_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000483213.6	nonsense_mediated_decay	3/6	-	-	-	282	5	2	E/V	gAa/gTa	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	3	-	tolerated_low_confidence(0.06)	benign(0.147)	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	non_coding_transcript_exon_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000490659.5	retained_intron	3/4	-	-	-	312	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	non_coding_transcript_exon_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000490659.5	retained_intron	3/4	-	-	-	312	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	non_coding_transcript_exon_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000494070.1	processed_transcript	3/5	-	-	-	363	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	3	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	non_coding_transcript_exon_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000494070.1	processed_transcript	3/5	-	-	-	363	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	3	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	missense_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000543964.6	protein_coding	3/9	-	-	-	200	5	2	E/G	gAa/gGa	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	2	-	tolerated(0.3)	benign(0.009)	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	missense_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000543964.6	protein_coding	3/9	-	-	-	200	5	2	E/V	gAa/gTa	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	2	-	tolerated(0.09)	benign(0.015)	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	intron_variant,NMD_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000635076.1	nonsense_mediated_decay	-	2/7	-	-	-	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	1	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	intron_variant,NMD_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000635076.1	nonsense_mediated_decay	-	2/7	-	-	-	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	1	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000635677.1	processed_transcript	-	3/4	-	-	-	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	5	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000635677.1	processed_transcript	-	3/4	-	-	-	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	5	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	intron_variant,NMD_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000639992.1	nonsense_mediated_decay	-	3/8	-	-	-	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	intron_variant,NMD_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000639992.1	nonsense_mediated_decay	-	3/8	-	-	-	-	-	-	-	rs751335015	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000661142.1	lncRNA	-	1/1	-	-	-	-	-	-	-	rs751335015	-	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000661142.1	lncRNA	-	1/1	-	-	-	-	-	-	-	rs751335015	-	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	downstream_gene_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000661375.1	lncRNA	-	-	-	-	-	-	-	-	-	rs751335015	4892	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	downstream_gene_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000661375.1	lncRNA	-	-	-	-	-	-	-	-	-	rs751335015	4892	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000669711.1	lncRNA	-	3/6	-	-	-	-	-	-	-	rs751335015	-	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000669711.1	lncRNA	-	3/6	-	-	-	-	-	-	-	rs751335015	-	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	G	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR00000260933	CTCF_binding_site	-	-	-	-	-	-	-	-	-	rs751335015	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1	-	-	-	-	-	-
rs751335015	10:95842410-95842410	T	regulatory_region_variant	MODIFIER	-	-	RegulatoryFeature	ENSR00000260933	CTCF_binding_site	-	-	-	-	-	-	-	-	-	rs751335015	-	-	-	-	-	-	-	-	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	missense_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000371205.5	protein_coding	5/10	-	-	-	568	491	164	Q/R	cAg/cGg	rs748573011	-	1	-	HGNC	HGNC:3363	NM_001776.6	-	1	P1	tolerated(0.28)	benign(0.143)	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	non_coding_transcript_exon_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000371206.6	retained_intron	4/5	-	-	-	476	-	-	-	-	rs748573011	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	missense_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000371207.8	protein_coding	5/10	-	-	-	590	527	176	Q/R	cAg/cGg	rs748573011	-	1	-	HGNC	HGNC:3363	-	-	2	-	tolerated(0.3)	benign(0.088)	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000416301.5	lncRNA	-	4/5	-	-	-	-	-	-	-	rs748573011	-	-1	-	HGNC	HGNC:45203	-	-	2	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	upstream_gene_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000422161.2	processed_transcript	-	-	-	-	-	-	-	-	-	rs748573011	22	1	-	HGNC	HGNC:3363	-	-	3	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	intron_variant,non_coding_transcript_variant	MODIFIER	-	ENSG00000240527	Transcript	ENST00000433113.1	lncRNA	-	1/1	-	-	-	-	-	-	-	rs748573011	-	1	-	-	-	-	-	2	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	missense_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000453258.6	protein_coding	5/10	-	-	-	690	512	171	Q/R	cAg/cGg	rs748573011	-	1	-	HGNC	HGNC:3363	-	-	1	-	tolerated(0.24)	benign(0.003)	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	downstream_gene_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000461927.1	retained_intron	-	-	-	-	-	-	-	-	-	rs748573011	2140	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	splice_acceptor_variant,NMD_transcript_variant	HIGH	ENTPD1	ENSG00000138185	Transcript	ENST00000483213.6	nonsense_mediated_decay	-	3/5	-	-	-	-	-	-	-	rs748573011	-	1	-	HGNC	HGNC:3363	-	-	3	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	non_coding_transcript_exon_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000490659.5	retained_intron	4/4	-	-	-	474	-	-	-	-	rs748573011	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	non_coding_transcript_exon_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000494070.1	processed_transcript	5/5	-	-	-	628	-	-	-	-	rs748573011	-	1	-	HGNC	HGNC:3363	-	-	3	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	missense_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000543964.6	protein_coding	4/9	-	-	-	362	167	56	Q/R	cAg/cGg	rs748573011	-	1	-	HGNC	HGNC:3363	-	-	2	-	tolerated(0.32)	benign(0.143)	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	3_prime_UTR_variant,NMD_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000635076.1	nonsense_mediated_decay	3/8	-	-	-	283	-	-	-	-	rs748573011	-	1	-	HGNC	HGNC:3363	-	-	1	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	non_coding_transcript_exon_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000635677.1	processed_transcript	4/5	-	-	-	344	-	-	-	-	rs748573011	-	1	-	HGNC	HGNC:3363	-	-	5	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	missense_variant,NMD_transcript_variant	MODERATE	ENTPD1	ENSG00000138185	Transcript	ENST00000639992.1	nonsense_mediated_decay	4/9	-	-	-	418	340	114	R/G	Agg/Ggg	rs748573011	-	1	-	HGNC	HGNC:3363	-	-	2	-	deleterious_low_confidence(0.01)	benign(0.3)	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000661142.1	lncRNA	-	1/1	-	-	-	-	-	-	-	rs748573011	-	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	downstream_gene_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000661375.1	lncRNA	-	-	-	-	-	-	-	-	-	rs748573011	2749	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs748573011	10:95844553-95844553	G	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000669711.1	lncRNA	-	3/6	-	-	-	-	-	-	-	rs748573011	-	-1	-	HGNC	HGNC:45203	-	-	-	-	-	-	-	uncertain_significance	-	1	-	-	-	-	-	-
rs3176884	10:95844894-95844894	T	intron_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000371205.5	protein_coding	-	5/9	-	-	-	-	-	-	-	rs3176884	-	1	-	HGNC	HGNC:3363	NM_001776.6	-	1	P1	-	-	0.1945	-	-	-	-	-	-	-	-	-
rs3176884	10:95844894-95844894	T	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000371206.6	retained_intron	-	4/4	-	-	-	-	-	-	-	rs3176884	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	0.1945	-	-	-	-	-	-	-	-	-
rs3176884	10:95844894-95844894	T	intron_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000371207.8	protein_coding	-	5/9	-	-	-	-	-	-	-	rs3176884	-	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	0.1945	-	-	-	-	-	-	-	-	-
rs3176884	10:95844894-95844894	T	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1-AS1	ENSG00000226688	Transcript	ENST00000416301.5	lncRNA	-	4/5	-	-	-	-	-	-	-	rs3176884	-	-1	-	HGNC	HGNC:45203	-	-	2	-	-	-	0.1945	-	-	-	-	-	-	-	-	-
rs3176884	10:95844894-95844894	T	intron_variant,non_coding_transcript_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000422161.2	processed_transcript	-	1/2	-	-	-	-	-	-	-	rs3176884	-	1	-	HGNC	HGNC:3363	-	-	3	-	-	-	0.1945	-	-	-	-	-	-	-	-	-
rs3176884	10:95844894-95844894	T	intron_variant,non_coding_transcript_variant	MODIFIER	-	ENSG00000240527	Transcript	ENST00000433113.1	lncRNA	-	1/1	-	-	-	-	-	-	-	rs3176884	-	1	-	-	-	-	-	2	-	-	-	0.1945	-	-	-	-	-	-	-	-	-
rs3176884	10:95844894-95844894	T	intron_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000453258.6	protein_coding	-	5/9	-	-	-	-	-	-	-	rs3176884	-	1	-	HGNC	HGNC:3363	-	-	1	-	-	-	0.1945	-	-	-	-	-	-	-	-	-
rs3176884	10:95844894-95844894	T	downstream_gene_variant	MODIFIER	ENTPD1	ENSG00000138185	Transcript	ENST00000461927.1	retained_intron	-	-	-	-	-	-	-	-	-	rs3176884	2481	1	-	HGNC	HGNC:3363	-	-	2	-	-	-	0.1945	-	-	-	-	-	-	-	-	-
